"No","Type","Mentions","Date","Link","Media","Sentiment","Author","Followers","Comments","Likes","Shares","Retweeted","Replied","Favourited"
"930","rt","RT Fenomena ""childfree"" menjadi topik yang hangat diperbincangkan di media sosial. Namun, childfree bukanlah konsep yang baru di Indonesia. https://t.co/K7u1NEKYNv [RE BBCIndonesia]","2023-03-09 22:11:17","https://twitter.com/web/statuses/1633847934688321538","Twitter","Positive","@anas_erindra (Anas Erindra Putri)","796","0","0","0","0","0","0"
"931","mention","Lah? Ga kasian anaknya yg di adopsi kaum2 childfree.","2023-03-09 21:52:01","https://twitter.com/web/statuses/1633843086446198790","Twitter","Neutral","@Ibnu_stiawan (ibnu)","155","0","0","0","0","0","0"
"932","rt","RT a nomin auÃ¢Â€Â”

Sepasang selebgram rangkap suami yang sudah menikah 7 tahun ini setuju untuk childfree, tapi gimana jadinya jika setelah beberapa bulan mereka mengungkapkan ke publik malah kebobolan? https://t.co/jyXvG9x3CR [RE bemynotomymin]","2023-03-09 21:31:34","https://twitter.com/web/statuses/1633837940492337159","Twitter","Positive","@buttermeyy_ (hi.)","0","0","0","0","0","0","0"
"933","reply","@ispeispewayae Kalo ibunya gitasav childfree mungkin kamu tidak akan hadir disini... Berat","2023-03-09 20:37:17","https://twitter.com/web/statuses/1633824279203835904","Twitter","Neutral","@bayuola (ini)","897","0","0","0","1","0","24"
"934","rt","RT a nomin auÃ¢Â€Â”

Sepasang selebgram rangkap suami yang sudah menikah 7 tahun ini setuju untuk childfree, tapi gimana jadinya jika setelah beberapa bulan mereka mengungkapkan ke publik malah kebobolan? https://t.co/jyXvG9x3CR [RE bemynotomymin]","2023-03-09 20:34:02","https://twitter.com/web/statuses/1633823458114285568","Twitter","Positive","@justjiiEL (AÃƒÂ©l Asterio E.)","10","0","0","0","0","0","0"
"935","reply","@preeemiumtrash @naufalbudiman @Askrlfess Kita gak bisa menjudge orang yg milih childfree, karna kita gak tau alasan mereka kaya gimana. Bisa aja karna dia gak siap secara mental, finansial, punya trauma atau mungkin fisik nya gak siap/tidak disarankan un","2023-03-09 20:27:42","https://twitter.com/web/statuses/1633821867269296128","Twitter","Positive","@Visualiann (miiiiinnnnnn)","203","0","0","0","0","0","0"
"936","reply","@preeemiumtrash @naufalbudiman @Askrlfess Udahlah jangan nyinggung2 child free, org2 yg milih childfree tuh bukan hanya gak mau punya anak, tapi banyak juga yg childfree karna gak bisa punya anak (kaya mandul, sakit berat dsb). Kamu demam tinggi juga itu ","2023-03-09 20:23:48","https://twitter.com/web/statuses/1633820886687191046","Twitter","Positive","@Visualiann (miiiiinnnnnn)","203","0","0","0","0","0","0"
"937","rt","RT @Askrlfess Bukan childfree sih tapi kea biaya hidup yg makin lama makin menjulang apalagi ditambah dengan bertambahnya anggota keluarga itu emang kudu punya ekonomi yg bener bener mencukupi, jadi mereka juga kaya mau punya anak kudu mikir mikir dulu [R","2023-03-09 20:22:12","https://twitter.com/web/statuses/1633820483631321089","Twitter","Positive","@QueenNayOfHarem (Queen of 2D harem)","110","0","0","0","0","0","0"
"938","rt","RT @Askrlfess: [Askrl] orang jpg tuh pada childfree yaa? https://t.co/7Lw5qRDpOr [RE Askrlfess]","2023-03-09 20:16:28","https://twitter.com/web/statuses/1633819040010633216","Twitter","Neutral","@apheurodaite (Nana)","153","0","0","0","0","0","0"
"939","mention","Wdyt dikatain ""Inilah alasan orang-orang pada childfree"" sama abg sendiri.","2023-03-09 20:12:37","https://twitter.com/web/statuses/1633818071143161856","Twitter","Neutral","@RougedCrimson (Mikael.)","218","0","0","0","0","0","0"
"940","rt","RT a nomin auÃ¢Â€Â”

Sepasang selebgram rangkap suami yang sudah menikah 7 tahun ini setuju untuk childfree, tapi gimana jadinya jika setelah beberapa bulan mereka mengungkapkan ke publik malah kebobolan? https://t.co/jyXvG9x3CR [RE bemynotomymin]","2023-03-09 19:45:29","https://twitter.com/web/statuses/1633811243223105536","Twitter","Positive","@xxyzarlyn (Princess zarly)","3","0","0","0","0","0","0"
"941","reply","@convomf Ngomong aja gini :
- tujuan berkarir ini sebenernya buat apa?
- lo tim childfree atau engga
- Alasan lo mau atau enggak soal nikah","2023-03-09 19:38:42","https://twitter.com/web/statuses/1633809533264080898","Twitter","Neutral","@nairaclaires (jester)","143","0","0","0","0","0","0"
"942","reply","Bayangin contoh ekstrim, misalkan tiba2 semua orang memutuskan childfree.
Siapa yg melanjutkan negara itu 50thn lagi? Bagaimana negara bisa bertahan dgn orang yg terbatas?

Ekspor orang dari luar. Ini bisa jadi solusi sementara, karena permasalahan utama ","2023-03-09 19:24:18","https://twitter.com/web/statuses/1633805911751004161","Twitter","Positive","@wjycent2 (Vinz)","1","0","0","0","0","0","0"
"943","rt","RT Mencoba memahami fenomena ""Childfree"" dan mendapatkan pencarian paling banyak adalah ""Childfree dalam Islam""

Gimana kalo coba ngelihat fenomena Childfree ini dari sisi ilmu psikologi? 

       Ã¢ÂœÂŠ A THREAD about CHILDFREE Ã¢ÂœÂŠ https://t.co/AZrHW7","2023-03-09 19:22:29","https://twitter.com/web/statuses/1633805451975622658","Twitter","Positive","@JatiFakhira (pausUnyu)","6","0","0","0","0","0","0"
"944","reply","@TheYufar @Askrlfess Kalo adam hawa childfree, kakak mungkin saat ini jelmaam jangkrik aja kak","2023-03-09 19:12:50","https://twitter.com/web/statuses/1633803026724175872","Twitter","Neutral","@graciyya (Grace Febri Armalia | Nuna Peniel&Minhyuk)","577","0","0","0","0","0","0"
"945","rt","RT Tuh kan netizen ribut2 masalah childfree mau punya anak atau nggak, pada berdebat jangan takut punya anak dll. Padahal ini masalah serius gk pernah dibahas dan mulai marak kan di indo, paling alasannya masih kecil lah apalah. Bullying gak bisa dibenark","2023-03-09 19:09:28","https://twitter.com/web/statuses/1633802179579609088","Twitter","Positive","@ayw_2022 (Ã¢ÂœÂ¿)","1","0","0","0","0","0","0"
"946","mention","1. Hai, #SobatBKKBN!!!Ã°ÂŸÂ“Â¢

Simak yuk, Vodcast: Waktu Indonesia Berencana (WIB) dengan tema ""Childfree"".

Bersama Narasumber:
dr. Fita Maulina, SpOG
(Dokter Kandungan)

Host:
Nathasya https://t.co/hx8nyZipra","2023-03-09 19:06:37","https://twitter.com/web/statuses/1633801461116329988","Twitter","Neutral","@BKKBNofficial (BKKBN)","40115","0","0","0","0","0","0"
"947","mention","Ini sih bukan beberapa bulan tapi bayi baru lahir Ã°ÂŸÂ˜Â­ orang-orang bodoh kayak gini seharusnya childfree aja Ã°ÂŸÂ«Â ","2023-03-09 18:53:15","https://twitter.com/web/statuses/1633798098391814144","Twitter","Neutral","@dewitars (catsÃ¢Â€Â™s butler)","502","0","0","0","0","0","0"
"948","mention","lu kalau mau childfree terserah lu, berrti target gua bukan luÃ°ÂŸÂ˜ÂŒ","2023-03-09 18:51:34","https://twitter.com/web/statuses/1633797674783883265","Twitter","Neutral","@fvknknwn (whoknows)","285","0","0","0","0","0","0"
"949","reply","@LOIDsoul Emang paling bener childfree.","2023-03-09 18:26:19","https://twitter.com/web/statuses/1633791317095645185","Twitter","Positive","@OTOSAKAsoul (Yuu!)","51","0","0","0","0","0","0"
"950","reply","@christoper_chn @KiIlingMelnside tapi mau childfree bang. mau puas-puasin pacaran terus nih. Ã°ÂŸÂ˜Â‚","2023-03-09 18:08:03","https://twitter.com/web/statuses/1633786723418378243","Twitter","Neutral","@jxxvxvxxk (Keenan.)","416","0","0","0","0","0","0"
"951","mention","hari ini serang ornagmya 40x lipat dari biasanya wuarrbiasaaa macet asu #childfree","2023-03-09 18:04:39","https://twitter.com/web/statuses/1633785867599769602","Twitter","Neutral","@paidthefinee (_____________Ã¢Â™Â±merÃ¯Â½Â¡Ã¯Â½Â¥Ã¯Â¾ÂŸÃ¯Â½Â¥)","115","0","0","0","0","0","0"
"952","reply","@pukiblekping @Askrlfess harusnya emak bapak kamu childfree.. kasian bangett lahirin orang kek kamu ke dunia ini ;(","2023-03-09 18:01:09","https://twitter.com/web/statuses/1633784987026849794","Twitter","Neutral","@fangrltop (JS1Ã¢ÂœÂ¨)","335","0","0","0","0","0","0"
"953","rt","RT @patragumala: Childfree mah jangan ditanya diumur 30an 

Pesan seorang kawan bernama @adrianoqalbi [RE patragumala]","2023-03-09 17:52:50","https://twitter.com/web/statuses/1633782893528096768","Twitter","Neutral","@vreiyya (Vreiya)","22","0","0","0","0","0","0"
"954","mention","maksudnya tuhhhhhh ya kalo childfree chlidfree aja, gausah seakan bilang kalo childfree bisa ini itu, sedangkan kalo punya anak ga bisa ini itu.","2023-03-09 17:37:08","https://twitter.com/web/statuses/1633778943076585472","Twitter","Positive","@StupidF0ck (stupid f0ck)","2","0","0","0","0","0","0"
"955","reply","@Sthead_fuck Klo tau kelakuan anaknya kek gini psti pas bikin bapaknya bakal pke kodomo dan memilih utk childfree","2023-03-09 17:28:37","https://twitter.com/web/statuses/1633776799804178432","Twitter","Neutral","@Devtsena_ (Hihang Hoheng)","536","0","0","0","0","0","0"
"956","reply","@kucingkebayoran ternyata simbahnya lagi gak sama cucunya, karna belio aslinya childfree https://t.co/AKwGyJ6NaH","2023-03-09 15:35:14","https://twitter.com/web/statuses/1633748264645447680","Twitter","Neutral","@AndyHuskyyy (Ã°ÂŸÂ‘ÂÃ¯Â¸ÂÃ¢ÂƒÂ¤)","21979","0","0","0","0","0","0"
"957","reply","@Askrlfess bukan childfree, tapi pada males nikah dan lebih mentingin kerja buat naikin taraf hidup soalnya biaya hidup disana makin hari makin mahal","2023-03-09 15:34:39","https://twitter.com/web/statuses/1633748118901768192","Twitter","Neutral","@richlixie (nanda de coco)","259","0","0","0","0","0","0"
"958","mention","orang png childfree enggak yh","2023-03-09 15:32:11","https://twitter.com/web/statuses/1633747498954264577","Twitter","Neutral","@reyansxy (Reyandra)","99","0","0","0","0","0","0"
"959","mention","semoga kakakku nantu dapet suami  kaya raya, anak tunggal dan yatim piatu, baik dan dermawan. Habis tu akan kupengaruhi mereka buat childfree kek ""ngapain punya anak, kan ada aku ?? Anggap aja aku sebagai anak kalian Ã°ÂŸÂ¥Â¹Ã°ÂŸÂ¥Â¹"" https://t.co/TIzZTzG","2023-03-09 15:30:35","https://twitter.com/web/statuses/1633747095906836480","Twitter","Positive","@liuetal (liu)","17","0","0","0","0","0","0"
"960","reply","@Askrlfess Bukan childfree tapi pada males nikah","2023-03-09 15:29:14","https://twitter.com/web/statuses/1633746752720474112","Twitter","Neutral","@yourrichboy_ (A. Gabrielle.)","799","0","0","0","0","0","0"
"961","mention","bukan childfree, tapi banyak yang gamau nikah.. jd lebih banyak orang yang single dan kerja demi bisa memenuhi kehidupan disana.. kan jepang sekarang kekurangan penduduk juga. jd lagi diadain perjodohan gitu sama pemerintahnya","2023-03-09 15:19:43","https://twitter.com/web/statuses/1633744358007783424","Twitter","Positive","@Lovfe (Ã™Â‹)","69","0","0","0","0","0","0"
"962","reply","@Askrlfess Bukan childfree sih tapi kea biaya hidup yg makin lama makin menjulang apalagi ditambah dengan bertambahnya anggota keluarga itu emang kudu punya ekonomi yg bener bener mencukupi, jadi mereka juga kaya mau punya anak kudu mikir mikir dulu","2023-03-09 15:16:39","https://twitter.com/web/statuses/1633743586205523968","Twitter","Positive","@pyomzka (ngap atuy)","647","0","0","0","1","0","47"
"963","mention","Saran buat pejabat yang blum punya anak lbih baik kalian childfree","2023-03-09 15:16:07","https://twitter.com/web/statuses/1633743454277877760","Twitter","Positive","@terteekann (ojen)","124","0","0","0","0","0","0"
"964","reply","@Askrlfess Bukan childfree deh, pd ga nikah. Cmiiw","2023-03-09 15:15:00","https://twitter.com/web/statuses/1633743171342700546","Twitter","Neutral","@zwalann (saya lagi)","286","0","0","0","0","0","0"
"965","reply","@Askrlfess Bukan Childfree, tapi banyak pertimbangan karena ngebangun rumah tangga dan punya anak itu bukan hal yg gampang","2023-03-09 15:13:36","https://twitter.com/web/statuses/1633742821852344321","Twitter","Positive","@PlekPinky (PinkyTRIPlek)","1","0","0","0","0","0","0"
"966","rt","RT @Askrlfess: [Askrl] orang jpg tuh pada childfree yaa? https://t.co/7Lw5qRDpOr [RE Askrlfess]","2023-03-09 15:11:24","https://twitter.com/web/statuses/1633742268434874368","Twitter","Neutral","@couldbrin (langit)","40","0","0","0","0","0","0"
"967","mention","[Askrl] orang jpg tuh pada childfree yaa? https://t.co/7Lw5qRDpOr","2023-03-09 15:10:18","https://twitter.com/web/statuses/1633741988377026562","Twitter","Neutral","@Askrlfess (Askrlfess)","753772","0","0","0","12","0","206"
"968","reply","@heruanggaSS @peeekiiksaaa @Kurniawanws_ Ini waktu masi kecil susunya dicampur dedak kali y? Ini y bu ibu contohnya bisa ngefek nurani &amp; otak ilang sekaligus saat dewasa, liat org2 karakter gini pas besarnya, sy jadi mikir spertinya childfree bsa dipe","2023-03-09 15:08:09","https://twitter.com/web/statuses/1633741446732996608","Twitter","Positive","@Isoobb_ (Isoobb)","0","0","0","0","0","0","0"
"969","reply","@imamamrullahhh @scheherazelda @kaynivora @Bihungoreng1234 @infjvrnc @avodkalypse orang kok bisa ngomong kyk gini tapi giliran ada yg beneran mau childfree dihujat jg hadeh cape","2023-03-09 15:03:08","https://twitter.com/web/statuses/1633740187736973313","Twitter","Positive","@Iutetiaa (Tiya)","0","0","0","0","0","0","0"
"970","rt","RT a nomin auÃ¢Â€Â”

Sepasang selebgram rangkap suami yang sudah menikah 7 tahun ini setuju untuk childfree, tapi gimana jadinya jika setelah beberapa bulan mereka mengungkapkan ke publik malah kebobolan? https://t.co/jyXvG9x3CR [RE bemynotomymin]","2023-03-09 14:48:57","https://twitter.com/web/statuses/1633736615909810176","Twitter","Positive","@hrjsahara_ (rnjnzhra)","2","0","0","0","0","0","0"
"971","reply","@kacanggodhog @convomf bukan masalah childfree nya, ini tentang cara orang tuanya bisa mendidik anaknya dengan baik atau engga","2023-03-09 14:31:37","https://twitter.com/web/statuses/1633732256757084162","Twitter","Positive","@jenuaissante (bina)","121","0","0","0","0","0","0"
"972","reply","@convomf masih menentang childfree ?
anak2 kita bs jd pelaku,
bs jd korban.","2023-03-09 14:27:51","https://twitter.com/web/statuses/1633731308710137856","Twitter","Neutral","@kacanggodhog (kacanggodhog)","0","0","0","0","0","0","0"
"973","mention","Bapaknya mario: tau gitu gue childfree sejak dulu.","2023-03-09 14:27:27","https://twitter.com/web/statuses/1633731204670435328","Twitter","Neutral","@yosephriyan (Yoseph Riyan)","433","0","0","0","0","0","0"
"974","mention","harusnya bapak ini childfree","2023-03-09 13:54:40","https://twitter.com/web/statuses/1633722956751982592","Twitter","Neutral","@ariesmuhammd (melon musk)","235","0","0","0","0","0","0"
"975","mention","harusnya bapak ini c""childfree""","2023-03-09 13:54:07","https://twitter.com/web/statuses/1633722816284758016","Twitter","Neutral","@ariesmuhammd (melon musk)","235","0","0","0","0","0","0"
"976","rt","RT a nomin auÃ¢Â€Â”

Sepasang selebgram rangkap suami yang sudah menikah 7 tahun ini setuju untuk childfree, tapi gimana jadinya jika setelah beberapa bulan mereka mengungkapkan ke publik malah kebobolan? https://t.co/jyXvG9x3CR [RE bemynotomymin]","2023-03-09 13:30:00","https://twitter.com/web/statuses/1633716750587170817","Twitter","Positive","@jjaemcityy (nomin rill)","18","0","0","0","0","0","0"
"977","mention","/wal ada kh buhanmu disini yg kepikiran/bisi keinginan childfree? Kalo ada reply dong, minta tolong bantuannya buat isi kuesioner, kd sawat 5 menit
makasih Ã°ÂŸÂ¥ÂºÃ°ÂŸÂ™Â https://t.co/bKYITiQaZN","2023-03-09 13:04:20","https://twitter.com/web/statuses/1633710287911272448","Twitter","Negative","@banjarbase (DILARANG JUALAN VIA MENFESS !!)","28550","0","0","0","1","0","12"
"978","reply","@Unsoedfess1963 baksonya childfree nder","2023-03-09 12:47:45","https://twitter.com/web/statuses/1633706114826248192","Twitter","Neutral","@jejegvrl (nymphea.)","591","0","0","0","0","0","0"
"979","reply","@iphonesecondd @Blink_OFCINDO @Gerindra Iya sih bener gk ada yg salah, yg salah cuma satu, knp dlu ortu lu gk childfree aja.","2023-03-09 12:44:21","https://twitter.com/web/statuses/1633705258496188421","Twitter","Positive","@jkrammerIII (crapsonyou)","4","0","0","0","0","0","0"
"980","reply","@faysn @suunchoi @Striiyaa @tanyakanrl Childfree pun butuh sex","2023-03-09 12:24:40","https://twitter.com/web/statuses/1633700308391170049","Twitter","Neutral","@MURRRATA (baal)","102","0","0","0","0","0","0"
"981","rt","RT a nomin auÃ¢Â€Â”

Sepasang selebgram rangkap suami yang sudah menikah 7 tahun ini setuju untuk childfree, tapi gimana jadinya jika setelah beberapa bulan mereka mengungkapkan ke publik malah kebobolan? https://t.co/jyXvG9x3CR [RE bemynotomymin]","2023-03-09 12:16:18","https://twitter.com/web/statuses/1633698202447929345","Twitter","Positive","@wateramaze (Purple)","0","0","0","0","0","0","0"
"982","mention","Calon koruptor masa depan: ""kyknya bener kata gitasav, gua kudunya childfree.""","2023-03-09 12:06:34","https://twitter.com/web/statuses/1633695753183940608","Twitter","Positive","@Middletoen (don't follow / interact.)","0","0","0","0","0","0","0"
"983","mention","Childfree nya kaka...","2023-03-09 12:01:55","https://twitter.com/web/statuses/1633694583174602753","Twitter","Neutral","@Maulana_Nasrudn (Maulana N)","29","0","0","0","0","0","0"
"984","mention","ngeliat bocil ingusan lari2 di teriknya obc mendukung adanya program childfree","2023-03-09 11:32:48","https://twitter.com/web/statuses/1633687255696179202","Twitter","Positive","@dobbyhasnoceo (empedu cecak)","62","0","0","0","0","0","0"
"985","rt","RT a nomin auÃ¢Â€Â”

Sepasang selebgram rangkap suami yang sudah menikah 7 tahun ini setuju untuk childfree, tapi gimana jadinya jika setelah beberapa bulan mereka mengungkapkan ke publik malah kebobolan? https://t.co/jyXvG9x3CR [RE bemynotomymin]","2023-03-09 11:27:11","https://twitter.com/web/statuses/1633685842345758720","Twitter","Positive","@linar_jha2 (Lee Jaemin)","7","0","0","0","0","0","0"
"986","rt","RT @TTermada: Childfree mana bisa [RE TTermada]","2023-03-09 11:25:46","https://twitter.com/web/statuses/1633685482302476288","Twitter","Positive","@fpoemsh (Bunagi)","725","0","0","0","0","0","0"
"987","reply","@bywiradhika @DurexIndonesia childfree aja makanya kalo tau ntar anaknya kek begitu wkwk","2023-03-09 10:24:35","https://twitter.com/web/statuses/1633670088703492096","Twitter","Neutral","@SyaBanSB (Raihan Sya'Ban)","493","0","0","0","0","0","0"
"988","mention","Dimana mana bahasannya childfree anjg stop","2023-03-09 10:13:05","https://twitter.com/web/statuses/1633667194734399490","Twitter","Neutral","@Backturners (Ã¢Â€Â”)","13","0","0","0","0","0","0"
"989","reply","@dalmoontsukii @sbyfess Yah kita jg mau childfree tp diumur 30 an punya anak. Masalah kita ya karena ga yakin bisa jadi orangtua yg baik. Jangan punya anak cuma karena keegoisan kita aja","2023-03-09 09:55:35","https://twitter.com/web/statuses/1633662790463537152","Twitter","Positive","@KokoprotKesang (KokoprotKeusang)","119","0","0","0","0","0","0"
"990","rt","RT @patragumala: Ada benarnya Gitasav

ChildfreeÃ¢Â€Â¦ [RE patragumala]","2023-03-09 09:47:00","https://twitter.com/web/statuses/1633660630296326144","Twitter","Neutral","@andriAgassi_ (Bruhh Wayne)","105","0","0","0","0","0","0"
"991","rt","RT @patragumala: Ada benarnya Gitasav

ChildfreeÃ¢Â€Â¦ [RE patragumala]","2023-03-09 08:10:16","https://twitter.com/web/statuses/1633636286463623170","Twitter","Neutral","@ghazyalfarras (GHAZY ALFARRAS)","4310","0","0","0","0","0","0"
"992","rt","RT @csocherry: @butterflyouknow @tanyakanrl Setan lebih memilih childfree juga kayanya [RE csocherry]","2023-03-09 07:39:07","https://twitter.com/web/statuses/1633628446688694272","Twitter","Neutral","@yundouniee (Ã°ÂŸÂÂ’)","503","0","0","0","0","0","0"
"993","mention","kalian tim childfree atau tidak jog","2023-03-09 07:33:41","https://twitter.com/web/statuses/1633627076459905024","Twitter","Neutral","@jogmnfs (AUTOBASE ON)","1134","0","0","0","0","0","0"
"994","reply","@patragumala Hukum menikah dalam Islam ada 5. Begitupun kalo mau punya keturunan. Jelas ada yang di halalkan untuk punya anak. Ada yg diharamkan untuk punya anak, yaa karena kesiapan mental, karena kalo gak siap anak kalo gak gangguan mental yaa jadi krim","2023-03-09 07:19:14","https://twitter.com/web/statuses/1633623443005657088","Twitter","Positive","@mdzarghifff (Zoolordmoon)","1000","0","0","0","0","0","0"
"995","mention","Ada benarnya Gitasav

ChildfreeÃ¢Â€Â¦","2023-03-09 07:11:19","https://twitter.com/web/statuses/1633621451021631488","Twitter","Neutral","@patragumala (Patra Gumala)","17352","0","0","0","9","0","23"
"996","mention","Seharusnya papi aku childfree atau atleast punya anak satu aja","2023-03-09 06:56:54","https://twitter.com/web/statuses/1633617819752628224","Twitter","Neutral","@inimeifang (meilung)","40","0","0","0","0","0","0"
"997","rt","RT Basically semua telur yg kita makan itu adalah sel telur ayam yg tidak dibuahi, jadi ayam petelur yg kita makan besar kemungkinan adalah ayam childfree [RE ardi_tama1]","2023-03-09 06:43:50","https://twitter.com/web/statuses/1633614535193165825","Twitter","Positive","@pedalbejo (Ã°ÂŸÂ¦Â‹ Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—Ã›Â—)","265","0","0","0","0","0","0"
"998","reply","@Flying_Crack @tvindonesiawkwk bukan childfree, mungkin harus diperhatiin sama dinas terkait, anak2 diperkerjakan","2023-03-09 06:40:53","https://twitter.com/web/statuses/1633613791824060416","Twitter","Neutral","@ingatlahRUCI (ruci antyasena)","258","0","0","0","0","0","0"
"999","rt","RT a nomin auÃ¢Â€Â”

Sepasang selebgram rangkap suami yang sudah menikah 7 tahun ini setuju untuk childfree, tapi gimana jadinya jika setelah beberapa bulan mereka mengungkapkan ke publik malah kebobolan? https://t.co/jyXvG9x3CR [RE bemynotomymin]","2023-03-09 04:40:20","https://twitter.com/web/statuses/1633583455299846145","Twitter","Positive","@metaxca (acaa galau berat ditinggal landip :()","8","0","0","0","0","0","0"
"1000","reply","@HyunsukWGF Wow, kau childfree ya? Mungkin kamu bisa memperkenalkan dirimu sebagai ""orang yang terlalu sibuk dengan diri sendiri untuk peduli dengan kebutuhan orang lain.""","2023-03-09 02:51:19","https://twitter.com/web/statuses/1633556019367530496","Twitter","Positive","@Jin_jahatt (Iblis Watch)","2","0","0","0","0","0","0"
"1001","reply","@Midjan_La_2 alasan lain untuk childfree.","2023-03-09 02:20:59","https://twitter.com/web/statuses/1633548386417934336","Twitter","Neutral","@cisgaybruv (Ã°ÂŸÂ™ÂÃ°ÂŸÂÂ»)","27","0","0","0","0","0","0"
"1002","mention","Beberapa menjunjung tinggi childfree dengan suka cita, beberapa dilanda pilu karena ingin sekali memiliki anak.","2023-03-09 01:12:32","https://twitter.com/web/statuses/1633531160558206977","Twitter","Positive","@amelteaaa (A)","81","0","0","0","0","0","0"
"1003","reply","@Androngehe @neohistoria_id Harusnya bung karno childfree","2023-03-09 00:46:34","https://twitter.com/web/statuses/1633524625425727489","Twitter","Neutral","@Hellehza (si maha EZA)","711","0","0","0","0","0","0"
"1004","reply","@tanyakanrl ga bisa berharap dari cowo jadi aku pilih childfree","2023-03-09 00:40:52","https://twitter.com/web/statuses/1633523187920277504","Twitter","Positive","@pemerhatiteel (JÃ¢Â‡Â’Ã¢Â™Âª)","5","0","0","0","0","0","0"
"1005","mention","Kadang kalo liat ortu gak tanggung jawab/ngatain anaknya kasar tu jadi tim childfree. But at the same time, wanna be good parents for my kiddssssss too Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­Ã°ÂŸÂ™Â","2023-03-09 00:15:21","https://twitter.com/web/statuses/1633516769263644673","Twitter","Positive","@gematiii (bliss)","1111","0","0","0","0","0","0"
"1006","mention","Angka Kelahiran Menurun Akibat Childfree, Jepang Kini Terancam Musnah https://t.co/GOsD7Ad4Lr","2023-03-08 22:16:34","https://twitter.com/web/statuses/1633486876924411907","Twitter","Neutral","@detik_sulsel (detik sulsel)","248","0","0","0","0","0","0"
"1007","reply","@annliviate @Cah__Keblinger Pernah lihat tukang rosok bawa 4 anak di gerobak. Minimal punya anak satu/ childfree klo emg ga mampu ngasih kehidupan yang layak buat anak. Banyak anak banyak rezeki udh gak relevan zaman sekarang. Mana yg punya banyak anak pa","2023-03-08 22:09:23","https://twitter.com/web/statuses/1633485068768522240","Twitter","Positive","@napiosa (Kiar)","27","0","0","0","0","0","0"
"1008","rt","RT Basically semua telur yg kita makan itu adalah sel telur ayam yg tidak dibuahi, jadi ayam petelur yg kita makan besar kemungkinan adalah ayam childfree [RE ardi_tama1]","2023-03-08 21:59:43","https://twitter.com/web/statuses/1633482636000903171","Twitter","Positive","@catreonot (Catreonot | @catreonots@universeodon.com :))","1258","0","0","0","0","0","0"
"1009","reply","@Askrlfess anak2 kek setan skrg ak mo childfree","2023-03-08 21:53:53","https://twitter.com/web/statuses/1633481168581722112","Twitter","Neutral","@shezzlemynizzle (rin)","86","0","0","0","0","0","0"
"1010","rt","RT Basically semua telur yg kita makan itu adalah sel telur ayam yg tidak dibuahi, jadi ayam petelur yg kita makan besar kemungkinan adalah ayam childfree [RE ardi_tama1]","2023-03-08 21:51:32","https://twitter.com/web/statuses/1633480577377783809","Twitter","Positive","@Zeus_fellow (Pengikut Zeus)","156","0","0","0","0","0","0"
"1011","rt","RT a nomin auÃ¢Â€Â”

Sepasang selebgram rangkap suami yang sudah menikah 7 tahun ini setuju untuk childfree, tapi gimana jadinya jika setelah beberapa bulan mereka mengungkapkan ke publik malah kebobolan? https://t.co/jyXvG9x3CR [RE bemynotomymin]","2023-03-08 21:48:00","https://twitter.com/web/statuses/1633479687350685697","Twitter","Positive","@NoMinRaaa (ÃŠÂ•Ã‚Â·Ã¡Â´Â¥Ã‚Â·ÃŠÂ”)","0","0","0","0","0","0","0"
"1012","mention","emang bagusnya childfree aja kan pak?","2023-03-08 20:59:43","https://twitter.com/web/statuses/1633467536959508482","Twitter","Neutral","@arsonfrost (achi)","457","0","0","0","0","0","0"
"1013","reply","@sbyfess Korban korban Childfree bukan sih?","2023-03-08 20:06:58","https://twitter.com/web/statuses/1633454262251573251","Twitter","Neutral","@Imei7_ (Destroyd Rascal)","445","0","0","0","0","0","0"
"1014","reply","@gaIaksyi kamu gak childfree kan, kak?","2023-03-08 19:54:16","https://twitter.com/web/statuses/1633451065315323904","Twitter","Neutral","@ALLOUIRE (Nada. Ã°ÂŸÂ“Â Bali.)","149","0","0","0","0","0","0"
"1015","reply","@Oposisi_Militan Childfree ndidik apaan, gaada anaknya Ã°ÂŸÂ¤Âª","2023-03-08 19:28:17","https://twitter.com/web/statuses/1633444526655430656","Twitter","Neutral","@littlevixen__ (Ã Â¤Â…Ã Â¤Â—Ã Â¥ÂÃ Â¤Â˜Ã Â¤Â¿Ã Â¤Â¯Ã Â¤Â•Ã Â¤Â²Ã Â¥ÂÃ Â¤Â¯Ã Â¤Â¾Ã Â¤Â¨Ã Â¥Â€Ã°ÂŸÂªÂ·)","2236","0","0","0","0","0","0"
"1016","reply","@kyutbz_ Oh baguslah kalo gitu, ehh maaf childfree bu jadi gak dulu hahaha

Kalo ibu gimana ? Si dedek udah gede aja","2023-03-08 19:13:18","https://twitter.com/web/statuses/1633440756928245760","Twitter","Neutral","@zbtjuyeon (Yeonie. #ROAR)","100","0","0","0","0","0","0"
"1017","reply","@nanacmol OHHHH, yang awalnya masu childfree trus tiba tiba punya anak itu kahhh?","2023-03-08 18:57:48","https://twitter.com/web/statuses/1633436855445368832","Twitter","Neutral","@NMN1323 (Ofie)","19737","0","0","0","0","0","0"
